,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
2653,1138,36,,1190,3200,Gyöngyös,Vásár út,4,,POINT (47.766781 19.910802),Vásár út 4.,/barkacsaruhaz/gyongyos/,,,,,,,,,,,,,,,032,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.76657425,19.909956151977465,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,195809814,OSM_object_type.way,5,0,2020-04-03 09:09:28.000000,"{'building': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'website': 'https://www.obi.hu/', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q300518', 'name': 'OBI', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}","[2062322886, 2062322883, 2062322884, 2062322882, 2062322885, 2062322889, 2062322892, 2062322902, 2062322891, 2062322888, 2062322886]",27.57065186,
2654,1096,36,,1241,3414,Eger,Rákóczi út,102,,POINT (47.959805 20.501332),Rákóczi út 102.,/barkacsaruhaz/eger/,,,,,,,,,,,,,,,014,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.959805,20.501332,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,,,,True
2655,1090,36,,1367,3526,Miskolc,Szentpéteri kapu,103,,POINT (48.124761 20.785334),Szentpéteri kapu 103.,/barkacsaruhaz/miskolc/,,,,,,,,,,,,,,,011,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,48.124761,20.785334,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,,,,True
2656,1160,36,,1770,4031,Debrecen,Kishatár utca,7,,POINT (47.540876 21.583638),Kishatár u.7,/barkacsaruhaz/debrecen/,,,,,,,,,,,,,,,040,+36 30 883 4263,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.540876,21.583638,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,,,,True
2657,1125,36,,1927,4400,Nyíregyháza,László utca,8-10,,POINT (47.95543 21.727739),László utca 8-10.,/barkacsaruhaz/nyiregyhaza/,,,,,,,,,,,,,,,026,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.9572541,21.726940087329005,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,184165432,OSM_object_type.way,15,0,2020-04-13 16:52:17.000000,"{'addr:postcode': '4400', 'building': 'yes', 'addr:street': 'László utca', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'website': 'https://www.obi.hu/', 'shop': 'doityourself', 'payment:maestro': 'yes', 'addr:city': 'Nyíregyháza', 'payment:mastercard_contactless': 'yes', 'opening_hours': 'Mo-Sa 08:00-20:00; Su 08:00-18:00', 'brand:wikidata': 'Q300518', 'name': 'OBI', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'phone': '+36 40 212 223', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'addr:housenumber': '10', 'payment:visa': 'yes'}","[1946104105, 3097563842, 3097563843, 3097563844, 2385282296, 1946104109, 2767102050, 1946104107, 1946104105]",153.13797878,
2658,1118,36,,2147,5000,Szolnok,Felső Szandai rét,2,,POINT (47.158021 20.195322),Felső Szandai rét 2.,/barkacsaruhaz/szolnok/,,,,,,,,,,,,,,,021,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.15814245,20.194625813349795,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,192658048,OSM_object_type.way,6,0,2020-04-03 09:09:28.000000,"{'building': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'website': 'https://www.obi.hu/', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q300518', 'name': 'OBI', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}","[2031997169, 2031997172, 2031997173, 2458104415, 2458104414, 2031997170, 2031997169]",0.0,
2659,1105,36,,2286,5600,Békéscsaba,Andrássy út,58,,POINT (46.671062 21.083779),Andrássy út 58.,/barkacsaruhaz/bekescsaba/,,,,,,,,,,,,,,,017,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,46.670682299999996,21.084576729503734,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,112594964,OSM_object_type.way,7,0,2020-10-11 20:46:38.000000,"{'building': 'retail', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'website': 'https://www.obi.hu/', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q300518', 'name': 'OBI', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}","[1279404657, 1279404664, 1279404663, 1279404667, 1279404665, 1279404659, 1279404658, 1279404655, 1279404657]",7.47439174,
2660,1133,36,,2365,6000,Kecskemét,Izsáki út,12/B,,POINT (46.895602 19.666081),Izsáki út 12/B,/barkacsaruhaz/kecskemet/,,,,,,,,,,,,,,,030,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,46.8935166,19.6672984,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,1303961344,OSM_object_type.node,9,0,2021-04-15 20:00:01.000000,"{'addr:postcode': '6000', 'addr:street': 'Izsáki út', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'ref:vatin': 'HU13136062', 'shop': 'doityourself', 'payment:maestro': 'yes', 'addr:city': 'Kecskemét', 'payment:mastercard_contactless': 'yes', 'opening_hours': 'Mo-Sa 08:00-20:00; Su 08:00-18:00', 'brand:wikidata': 'Q300518', 'name': 'OBI', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'addr:housenumber': '12/B', 'source': 'http://www.obi.hu/hu/stores/_hungary_east/OBI_Kecskemet/', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'contact:phone': '+36 40 212 223', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}",,0,
2661,1081,36,,2554,6724,Szeged,Szatymazi utca,33,,POINT (46.269162 20.130883),Szatymazi u.33.,/barkacsaruhaz/szeged-szatymazi-u/,,,,,,,,,,,,,,,008,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,46.269161499999996,20.130882849999995,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,109377532,OSM_object_type.way,19,0,2021-09-21 12:03:10.000000,"{'addr:postcode': '6724', 'building': 'retail', 'addr:street': 'Szatymazi utca', 'brand:wikipedia': 'de:Obi (Baumarkt)', 'wheelchair': 'yes', 'website': 'https://www.obi.hu/barkacsaruhaz/szeged-szatymazi-u/', 'shop': 'doityourself', 'payment:maestro': 'yes', 'addr:city': 'Szeged', 'payment:mastercard_contactless': 'yes', 'opening_hours': 'Mo-Sa 08:00-19:00; Su 08:00-18:00', 'brand:wikidata': 'Q300518', 'name': 'OBI', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'email': 'uzenet@obi.hu', 'payment:mastercard': 'yes', 'phone': '+36 40 212 223', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'addr:housenumber': '33', 'payment:visa': 'yes'}","[1252307347, 1252307338, 7442160910, 7442160909, 1252307324, 1252307323, 3533938488, 1252307347]",0,
2662,1127,36,,2559,6725,Szeged,Szabadkai utca,7,,POINT (46.244308 20.121335),Szabadkai u. 7.,/barkacsaruhaz/szeged-szabadkai-ut/,,,,,,,,,,,,,,,027,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,46.244308,20.121335,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,,,,True
2663,1131,36,,2687,7100,Szekszárd,Tartsay Vilmos utca,,,POINT (46.337972 18.708879),Tartsay Vilmos u.,/barkacsaruhaz/szekszard/,,,,,,,,,,,,,,,029,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,46.337972,18.708879,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,,,,True
2664,1091,36,,2840,7400,Kaposvár,,,,POINT (46.358502 17.781618),Dr. Kaposváry Gy. 2.,/barkacsaruhaz/kaposvar/,,,,,,,,,,,,,,,012,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,46.3581995,17.781929658863145,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,30924468,OSM_object_type.way,10,0,2021-05-04 15:18:21.000000,"{'addr:postcode': '7400', 'building': 'retail', 'addr:street': 'Dr. Kaposváry György utca', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'website': 'https://www.obi.hu/', 'shop': 'doityourself', 'payment:maestro': 'yes', 'contact:website': 'https://www.obi.hu/', 'addr:city': 'Kaposvár', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q300518', 'name': 'OBI', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'addr:housenumber': '2', 'ref:vatin': 'HU13136062', 'payment:cards': 'yes', 'ref:vatin:hu': '13136062-2-44', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}","[343761536, 343761543, 359153898, 359153901, 343761550, 343761557, 359153905, 359153903, 343761536]",0.0,
2665,1157,36,,3265,8000,Székesfehérvár,Budai út,41,,POINT (47.190966 18.42433),Budai út 41,/barkacsaruhaz/szekesfehervar/,,,,,,,,,,,,,,,038,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.1904346,18.4237112,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,3522922041,OSM_object_type.node,9,0,2020-04-03 09:09:28.000000,"{'addr:postcode': '8000', 'addr:street': 'Budai út', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'addr:city': 'Székesfehérvár', 'payment:mastercard_contactless': 'yes', 'opening_hours': 'Mo-Sa 08:00-20:00; Su 08:00-18:00', 'brand:wikidata': 'Q300518', 'name': 'OBI', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'addr:housenumber': '41', 'ref:vatin': 'HU13136062', 'name:it': 'Obi', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}",,0,
2666,1099,36,,3367,8200,Veszprém,Külsö Kádártai út,1,,POINT (47.101492 17.935201),Külsö Kádártai út 1.,/barkacsaruhaz/veszprem/,,,,,,,,,,,,,,,015,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.101419250000006,17.935357342442877,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,-9148932,OSM_object_type.relation,6,0,2021-01-05 08:48:03.000000,"{'addr:postcode': '8200', 'building': 'retail', 'addr:street': 'Külső Kádártai út', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'addr:city': 'Veszprém', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q300518', 'name': 'OBI', 'ref': '15', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'addr:housenumber': '1', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'building:levels': '1', 'brand': 'OBI', 'type': 'multipolygon', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}","['w152820972', 'outer', 'w657859209', 'outer']",0.0,
