,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
4602,5206,18,12081 számú MOL töltőállomás,48,1033,Budapest,Mozaik,3,,POINT (47.55338 19.04642),Mozaik 3,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.5510143,19.044781,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,9127083087,OSM_object_type.node,1,0,2021-09-27 15:58:36.000000,"{'name': 'Easybox emag csomagposta', 'amenity': 'post_office', 'opening_hours': '24/7'}",,290.3915461,False
4650,6077,18,12092 számú MOL töltőállomás,191,1239,Budapest,Ócsai,5,,POINT (47.37908 19.13048),Ócsai 5,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.37908,19.13048,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4651,6141,18,17480 számú MOL töltőállomás,598,2000,Szentendre,Kossuth Lajos utca,23-25,,POINT (47.66149 19.07348),Vasúti 6,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.662643,19.076263078793673,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,75788350,OSM_object_type.way,12,0,2020-04-29 16:44:07.000000,"{'ref:vatin': 'HU10901232', 'branch': 'Szentendre 1. számú posta', 'payment:cash': 'yes', 'addr:postcode': '2001', 'addr:city': 'Szentendre', 'operator': 'Magyar Posta Zrt.', 'wheelchair': 'yes', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:phone': '+36 26 311 322', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'addr:street': 'Kossuth Lajos utca', 'opening_hours': 'Tu-Sa 08:00-18:00; Mo 08:00-19:00; Sa 08:00-12:00', 'name': 'Posta', 'contact:email': 'ugyfelszolgalat@posta.hu', 'contact:website': 'https://www.posta.hu', 'addr:housenumber': '23-25', 'source:www.posta.hu:date': '2020-04-25', 'amenity': 'post_office', 'building': 'retail', 'building:levels': '2'}","[894670380, 894670383, 894670358, 894670365, 3984795424, 894670385, 894670342, 894670361, 3984795423, 5350929120, 5350937521, 894670381, 894670349, 5350878087, 894670363, 894670380]",222.43785588,False
4652,6128,18,17329 számú MOL töltőállomás,607,2013,Pomáz,Árpád Fejedelem,25,,POINT (47.64147 19.03429),Árpád Fejedelem 25,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.64147,19.03429,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4653,6067,18,18225 számú MOL töltőállomás,630,2040,Budaörs,Keleti,3,,POINT (47.46069 18.89348),Keleti 3,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.46069,18.89348,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4654,4903,18,Media Markt Budaörs,630,2040,Budaörs,Petőfi Sándor,64,,POINT (47.45406 18.95571),Petőfi Sándor 64,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.45406,18.95571,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4655,4584,18,21213 számú MOL töltőállomás,643,2060,Bicske,Botond,14,,POINT (47.49291 18.64171),Botond 14,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.49291,18.64171,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4656,4222,18,70318 számú Coop üzlet,643,2060,Bicske,Űrhajós,3,,POINT (47.48061 18.64484),Űrhajós 3,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.48061,18.64484,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4657,4253,18,18354 számú MOL töltőállomás,659,2085,Pilisvörösvár,HRSZ 0140/31 10. számú főközlekedési,,,POINT (47.60918 18.93879),HRSZ 0140/31 10. számú főközlekedési,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.60918,18.93879,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4658,4365,18,63650 számú MOL töltőállomás,666,2092,Budakeszi,Budaörsi,2749/8 HRSZ,,POINT (47.50292 18.92129),Budaörsi 2749/8 HRSZ,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.50292,18.92129,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4659,4245,18,63700 számú MOL töltőállomás,674,2100,Gödöllő,Dózsa György,61,,POINT (47.60795 19.33747),Dózsa György 61,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.60795,19.33747,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4660,6090,18,17288 számú MOL töltőállomás,674,2100,Gödöllő,Szabadság,12,,POINT (47.5993 19.35509),Szabadság 12,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.5993,19.35509,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4661,6155,18,17299 számú MOL töltőállomás,680,2112,Veresegyház,Fő út,32,,POINT (47.65429 19.28832),Fő 42,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.6534574,19.289186054180334,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,251630545,OSM_object_type.way,11,0,2021-07-13 20:11:12.000000,"{'ref:vatin': 'HU10901232', 'branch': 'Veresegyház posta', 'payment:cash': 'yes', 'building:levels': '2', 'addr:city': 'Veresegyház', 'contact:phone': '+36 28 385 040', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'wikimedia_commons': 'File:Posta, 2019 Veresegyház.jpg', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'addr:street': 'Fő út', 'opening_hours': 'Mo-Fr 08:00-18:00; We 08:00-19:00; Sa 08:00-12:00; PH closed', 'contact:email': 'ugyfelszolgalat@posta.hu', 'contact:website': 'https://www.posta.hu', 'addr:housenumber': '32', 'source:www.posta.hu:date': '2020-05-04', 'amenity': 'post_office', 'building': 'yes', 'addr:postcode': '2112'}","[2578192878, 2578192879, 1458522721, 2578192880, 5455144633, 5455144634, 2578192881, 2578192878]",98.29484323,False
4662,4246,18,63750 számú MOL töltőállomás,688,2120,Dunakeszi,2-es számú,,,POINT (47.65763 19.13164),2-es számú,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.65763,19.13164,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4663,4672,18,17820 számú MOL töltőállomás,706,2151,Fót,Keleti Márton,,,POINT (47.61615 19.17026),Keleti Márton,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.61615,19.17026,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4664,4363,18,18247 számú MOL töltőállomás,718,2170,Aszód,Pesti,3,,POINT (47.65179 19.47439),Pesti 3,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.65179,19.47439,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
4665,4196,18,17414 számú MOL töltőállomás,733,2200,Monor,Ország,,,POINT (47.31926 19.47711),Ország,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,,,,,,,,,,,,,,,,,False,,2022-06-01 13:20:40.601754+00:00,,,47.31926,19.47711,18,PostaPont,post_office,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'payment:cash': 'yes', 'phone': '+3617678200', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'post_office'}",https://www.posta.hu,hupostapp,(postapont|posta),,False,True,2000.0,300.0,220.0,,,,,2022-06-08 15:28:46.243493,,,,True
