,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
4545,4331,16,1 számú automata - Stop-Shop áruház,446,1021,Budapest,Hűvösvölgyi,138,,POINT (47.54018 18.96596),Hűvösvölgyi 138,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.54018,18.96596,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,,,,,2022-06-08 15:28:46.243493,,,,True
4556,4367,16,41 számú automata - Nyugati tér metró aluljáró,0,1137,Budapest,Nyugati tér aluljáró,aluljáró,,POINT (47.50987 19.05531),Nyugati aluljáró,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.5106735,19.0556393,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,5727159681,OSM_object_type.node,8,0,2022-02-12 20:33:58.000000,"{'payment:visa': 'yes', 'addr:country': 'HU', 'type': 'schrank', 'addr:postcode': '1857', 'phone': '+36 1 421 7282', 'operator': 'Magyar Posta', 'payment:cards': 'yes', 'parcel_pickup': 'yes', 'addr:city': 'Budapest', 'website': 'http://www.posta.hu/csomagautomata', 'outdoor': 'yes', 'check_date': '2021-04-22', 'ref': 'MPL 41. Csomagautomata', 'brand': 'Magyar Posta Logisztika (MPL)', 'level': '-1', 'parcel_mail_in': 'yes', 'payment:mastercard': 'yes', 'opening_hours': '24/7', 'name': 'MPL 41. Csomagautomata', 'payment:cash': 'no', 'amenity': 'parcel_locker', 'addr:street': 'Nyugati tér aluljáró', 'payment:contactless': 'yes'}",,92.70539996,False
4557,4362,16,36 számú automata - Corvin Pláza,483,1082,Budapest,Futó utca,37,,POINT (47.48618 19.07456),Futó 37-45,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.486189,19.074505,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,7059681574,OSM_object_type.node,5,0,2022-02-12 20:42:22.000000,"{'source:www.foxpost.hu:date': '2020-09-27', 'branch': 'Corvin Pláza', 'payment:cash': 'no', 'addr:postcode': '1082', 'opening_hours:covid19': 'same', 'addr:city': 'Budapest', 'ref:vatin': 'HU25034644', 'ref:HU:company': '10 10 020309', 'operator': 'FoxPost Zrt.', 'operator:addr': '3200 Gyöngyös, Batsányi János utca 9.', 'parcel_pickup': 'yes', 'contact:website': 'https://www.foxpost.hu', 'contact:youtube': 'https://www.youtube.com/channel/UC3zt91sNKPimgA32Nmcu97w', 'contact:phone': '+36 1 999 0369', 'contact:facebook': 'https://www.facebook.com/foxpostzrt', 'ref:vatin:hu': '25034644-2-10', 'brand': 'Foxpost', 'addr:street': 'Futó utca', 'payment:mastercard': 'yes', 'parcel_mail_in': 'yes', 'payment:visa': 'yes', 'opening_hours': 'Mo-Sa 07:00-22:00; Su 08:00-20:00; PH off', 'name': 'Foxpost', 'contact:email': 'info@foxpost.hu', 'addr:housenumber': '37', 'amenity': 'parcel_locker', 'payment:contactless': 'yes', 'description': 'A Corvin Pláza közepén, a mosdókhoz vezető folyosó mellett, a Corvin Office aulájában, a földszinten. Az automatát hétköznaponként 6:00-7:00,19:00-20:00 között ürítjük és töltjük'}",,4.25225394,False
4558,4366,16,40 számú automata - Déli pályaudvar,483,1012,Budapest,Krisztina körút,37/a,,POINT (47.49968 19.02573),Krisztina 37/a,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.5003706,19.0243813,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,4975174759,OSM_object_type.node,11,0,2022-02-12 20:33:58.000000,"{'payment:visa': 'yes', 'check_date': '2021-01-06', 'payment:cash': 'no', 'addr:postcode': '1870', 'addr:country': 'HU', 'alt_name': 'MPL 40. Csomagautomata Déki pu', 'operator': 'Magyar Posta', 'payment:cards': 'yes', 'parcel_pickup': 'yes', 'access': 'yes', 'addr:city': 'Budapest', 'phone': '+36 1 421 7282', 'outdoor': 'yes', 'official_name': 'MPL 40. Csomagautomata Déli pályaudvar, Budapest', 'ref': 'MPL 40. Csomagautomata', 'brand': 'Magyar Posta Logisztika (MPL)', 'addr:street': 'Krisztina körút', 'location': 'outdoor', 'parcel_mail_in': 'yes', 'wheelchair': 'yes', 'payment:mastercard': 'yes', 'is_in': 'Déli pályaudvar', 'opening_hours': '24/7', 'name': 'MPL 40. Csomagautomata', 'website': 'http://www.posta.hu/csomagautomata', 'addr:housenumber': '37/a', 'amenity': 'parcel_locker', 'surveillance': 'outdoor', 'type': 'schrank', 'payment:contactless': 'yes'}",,127.13034268,False
4559,4338,16,9 számú automata - Sugár A (IKEA felől),483,1144,Budapest,Örs vezér tere,23,,POINT (47.50425 19.13725),Örs vezér 23,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.5046146,19.1379177,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,9110717312,OSM_object_type.node,2,0,2022-02-12 20:33:58.000000,"{'payment:visa': 'yes', 'brand': 'Magyar Posta Logisztika (MPL)', 'outdoor': 'yes', 'addr:country': 'HU', 'parcel_mail_in': 'yes', 'payment:cash': 'no', 'addr:postcode': '1870', 'payment:mastercard': 'yes', 'addr:city': 'Budapest', 'ref': 'MPL 9. Csomagautomata', 'opening_hours': '24/7', 'check_date': '2021-01-06', 'operator': 'Magyar Posta', 'payment:cards': 'yes', 'website': 'http://www.posta.hu/csomagautomata', 'parcel_pickup': 'yes', 'addr:housenumber': '23', 'amenity': 'parcel_locker', 'payment:contactless': 'yes', 'phone': '+36 1 421 7282', 'addr:street': 'Örs vezér tere'}",,64.49146089,False
4560,4333,16,4 számú automata - Sugár B (IKEA felől),483,1144,Budapest,Örs vezér tere,23,,POINT (47.50425 19.13725),Örs Vezér 23,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.5046146,19.1379177,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,9110717312,OSM_object_type.node,2,0,2022-02-12 20:33:58.000000,"{'payment:visa': 'yes', 'brand': 'Magyar Posta Logisztika (MPL)', 'phone': '+36 1 421 7282', 'outdoor': 'yes', 'addr:country': 'HU', 'parcel_mail_in': 'yes', 'payment:cash': 'no', 'addr:postcode': '1870', 'payment:mastercard': 'yes', 'addr:city': 'Budapest', 'ref': 'MPL 9. Csomagautomata', 'opening_hours': '24/7', 'check_date': '2021-01-06', 'operator': 'Magyar Posta', 'payment:cards': 'yes', 'parcel_pickup': 'yes', 'addr:housenumber': '23', 'amenity': 'parcel_locker', 'addr:street': 'Örs vezér tere', 'website': 'http://www.posta.hu/csomagautomata', 'payment:contactless': 'yes'}",,64.49146089,False
4561,4376,16,50 számú automata - Fogarasi úti Tesco,483,1149,Budapest,Pillangó utca,15,,POINT (47.5045 19.11632),Pillangó 15,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.5049026,19.1178637,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,6232689716,OSM_object_type.node,4,0,2022-02-12 20:33:58.000000,"{'payment:visa': 'yes', 'brand': 'Magyar Posta Logisztika (MPL)', 'addr:street': 'Pillangó utca', 'addr:country': 'HU', 'parcel_mail_in': 'yes', 'payment:cash': 'no', 'addr:postcode': '1870', 'payment:mastercard': 'yes', 'addr:city': 'Budapest', 'ref': 'MPL 50. Csomagautomata', 'opening_hours': '24/7', 'check_date': '2021-01-06', 'operator': 'Magyar Posta', 'payment:cards': 'yes', 'website': 'http://www.posta.hu/csomagautomata', 'parcel_pickup': 'yes', 'addr:housenumber': '15', 'amenity': 'parcel_locker', 'phone': '+36 1 421 7282', 'payment:contactless': 'yes'}",,124.29751521,False
4562,4368,16,42 számú automata - Kelenföld pu. metró aluljáró,484,1115,Budapest,Etele tér,aluljáró,,POINT (47.46419 19.02199),Etele aluljáró,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.4641731,19.0215805,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,8804591754,OSM_object_type.node,3,0,2022-02-12 20:33:58.000000,"{'payment:visa': 'yes', 'brand': 'Magyar Posta Logisztika (MPL)', 'outdoor': 'yes', 'parcel_mail_in': 'yes', 'addr:country': 'HU', 'addr:postcode': '1871', 'payment:mastercard': 'yes', 'addr:city': 'Budapest', 'ref': 'MPL 42. Csomagautomata', 'opening_hours': '24/7', 'check_date': '2021-01-06', 'operator': 'Magyar Posta', 'payment:cards': 'yes', 'website': 'http://www.posta.hu/csomagautomata', 'parcel_pickup': 'yes', 'payment:cash': 'no', 'amenity': 'parcel_locker', 'payment:contactless': 'yes', 'level': '-2', 'phone': '+36 1 421 7282', 'addr:street': 'Etele tér'}",,30.84087078,False
4563,4336,16,7 számú automata - Andor utca Spar,484,1119,Budapest,Fehérvári út,161,,POINT (47.45627 19.03984),Fehérvári 161,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.4565984,19.0398585,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,9110717314,OSM_object_type.node,2,0,2022-02-12 20:33:58.000000,"{'payment:visa': 'yes', 'brand': 'Magyar Posta Logisztika (MPL)', 'outdoor': 'yes', 'addr:country': 'HU', 'parcel_mail_in': 'yes', 'payment:cash': 'no', 'addr:postcode': '1871', 'payment:mastercard': 'yes', 'addr:city': 'Budapest', 'ref': 'MPL 7. Csomagautomata', 'opening_hours': '24/7', 'check_date': '2021-01-06', 'operator': 'Magyar Posta', 'payment:cards': 'yes', 'website': 'http://www.posta.hu/csomagautomata', 'parcel_pickup': 'yes', 'addr:housenumber': '161', 'amenity': 'parcel_locker', 'payment:contactless': 'yes', 'phone': '+36 1 421 7282', 'addr:street': 'Fehérvári út'}",,36.54294463,False
4564,4335,16,6 számú automata - Csepel Pláza,484,1212,Budapest,II. Rákóczi Ferenc út,154-170,,POINT (47.4243 19.0672),II. Rákóczi Ferenc 154-170,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.4231156,19.0677253,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,9110717315,OSM_object_type.node,2,0,2022-02-12 20:33:58.000000,"{'payment:visa': 'yes', 'brand': 'Magyar Posta Logisztika (MPL)', 'outdoor': 'yes', 'addr:country': 'HU', 'parcel_mail_in': 'yes', 'payment:cash': 'no', 'addr:postcode': '1871', 'payment:mastercard': 'yes', 'addr:city': 'Budapest', 'ref': 'MPL 6. Csomagautomata', 'opening_hours': '24/7', 'check_date': '2021-01-06', 'operator': 'Magyar Posta', 'payment:cards': 'yes', 'website': 'http://www.posta.hu/csomagautomata', 'parcel_pickup': 'yes', 'addr:housenumber': '154-170', 'amenity': 'parcel_locker', 'payment:contactless': 'yes', 'phone': '+36 1 421 7282', 'addr:street': 'II. Rákóczi Ferenc út'}",,137.50091476,False
4565,4337,16,8 számú automata - Campona,484,1223,Budapest,Nagytétényi,35,,POINT (47.40789 19.01577),Nagytétényi 35,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.40789,19.01577,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,,,,,2022-06-08 15:28:46.243493,,,,True
4566,4194,16,39 számú automata - Allée Bevásárlóközpont,484,1117,Budapest,Október huszonharmadika,8-10,,POINT (47.47385 19.04934),Október huszonharmadika 8-10,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.47385,19.04934,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,,,,,2022-06-08 15:28:46.243493,,,,True
